ID,Employee,Expected Payable Days,Worked Days,PaidOff in Days,Total Payable Days,Expected Working Days,Present in Days,On Duty in Days,Total Worked Days,Paid Off Leave in Days,Holidays in Days,Weekends in Days,Total Paid off in Days,UnpaidOff Leave in Days,Absent in Days,Total Unpaid off in Days,Total Present Hours,Expected Payable Hours,Worked Hours,PaidOff in Hours,Total Payable Hours,Expected Working Hours,Present in Hours,On Duty in Hours,Total Worked Hours,PaidOff Leave in Hours,Holidays in Hours,Weekends in Hours,Total Paid off in Hours,UnpaidOff Leave in Hours,Deviation in Hours,Total UnpaidOff in Hours,Overtime,Total Paid Break Hours,Total Unpaid Break Hours,From,To
233775000000280005,233775000000280005,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000317001,233775000000317001,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000320001,233775000000320001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,271:24,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,103:24,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000327011,233775000000327011,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,258:53,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,90:53,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000327045,233775000000327045,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,259:30,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,91:30,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000327054,233775000000327054,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,238:27,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,70:27,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000327063,233775000000327063,30.00,20.00,5.00,25.00,25.00,20.00,0.00,20.00,0.00,1.00,4.00,5.00,0.00,5.00,5.00,248:04,240:00,160:00,40:00,200:00,200:00,160:00,00:00,160:00,00:00,08:00,32:00,40:00,00:00,40:00,40:00,88:04,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000328001,233775000000328001,30.00,20.00,6.00,26.00,25.00,20.00,0.00,20.00,1.00,1.00,4.00,6.00,0.00,4.00,4.00,244:40,240:00,160:00,48:00,208:00,200:00,160:00,00:00,160:00,08:00,08:00,32:00,48:00,00:00,32:00,32:00,84:40,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000330001,233775000000330001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,242:27,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,74:27,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000330014,233775000000330014,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,241:04,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,73:04,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000331001,233775000000331001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,232:53,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,64:53,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000331019,233775000000331019,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,267:47,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,99:47,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000332001,233775000000332001,30.00,19.00,7.00,26.00,25.00,19.00,0.00,19.00,2.00,1.00,4.00,7.00,0.00,4.00,4.00,263:19,240:00,152:00,56:00,208:00,200:00,152:00,00:00,152:00,16:00,08:00,32:00,56:00,00:00,32:00,32:00,111:19,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000337001,233775000000337001,30.00,20.50,5.00,25.50,25.00,20.50,0.00,20.50,0.00,1.00,4.00,5.00,0.00,4.50,4.50,321:21,240:00,167:58,40:00,207:58,200:00,167:58,00:00,167:58,00:00,08:00,32:00,40:00,00:00,32:02,32:02,153:23,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000339001,233775000000339001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,235:30,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,67:30,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000340001,233775000000340001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,257:56,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,89:56,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000340010,233775000000340010,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,320:40,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,152:40,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000341001,233775000000341001,30.00,18.00,6.00,24.00,25.00,18.00,0.00,18.00,1.00,1.00,4.00,6.00,0.00,6.00,6.00,274:28,240:00,144:00,48:00,192:00,200:00,144:00,00:00,144:00,08:00,08:00,32:00,48:00,00:00,48:00,48:00,130:28,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000345235,233775000000345235,30.00,19.50,6.50,26.00,25.00,19.50,0.00,19.50,1.50,1.00,4.00,6.50,0.00,4.00,4.00,256:05,240:00,156:00,52:00,208:00,200:00,156:00,00:00,156:00,12:00,08:00,32:00,52:00,00:00,32:00,32:00,100:05,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000354003,233775000000354003,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,359:04,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,191:04,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000364001,233775000000364001,30.00,20.00,6.00,26.00,25.00,20.00,0.00,20.00,1.00,1.00,4.00,6.00,0.00,4.00,4.00,230:25,240:00,160:00,48:00,208:00,200:00,160:00,00:00,160:00,08:00,08:00,32:00,48:00,00:00,32:00,32:00,70:25,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000365043,233775000000365043,30.00,22.00,5.00,27.00,25.00,22.00,0.00,22.00,0.00,1.00,4.00,5.00,0.00,3.00,3.00,327:32,240:00,176:00,40:00,216:00,200:00,176:00,00:00,176:00,00:00,08:00,32:00,40:00,00:00,24:00,24:00,151:32,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000374022,233775000000374022,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,413:24,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,245:24,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000416011,233775000000416011,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000435051,233775000000435051,30.00,19.00,7.00,26.00,25.00,19.00,0.00,19.00,2.00,1.00,4.00,7.00,0.00,4.00,4.00,248:19,240:00,152:00,56:00,208:00,200:00,152:00,00:00,152:00,16:00,08:00,32:00,56:00,00:00,32:00,32:00,96:19,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000441035,233775000000441035,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,240:18,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,72:18,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000501033,233775000000501033,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000676001,233775000000676001,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000676022,233775000000676022,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000678001,233775000000678001,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000678022,233775000000678022,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,230:08,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,62:08,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000679001,233775000000679001,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000680001,233775000000680001,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000681001,233775000000681001,30.00,19.00,6.00,25.00,25.00,19.00,0.00,19.00,1.00,1.00,4.00,6.00,0.00,5.00,5.00,240:24,240:00,155:15,48:00,203:15,200:00,155:15,00:00,155:15,08:00,08:00,32:00,48:00,00:00,36:45,36:45,85:09,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000681043,233775000000681043,30.00,16.50,5.00,21.50,25.00,16.50,0.00,16.50,0.00,1.00,4.00,5.00,0.00,8.50,8.50,145:17,240:00,133:53,40:00,173:53,200:00,133:53,00:00,133:53,00:00,08:00,32:00,40:00,00:00,66:07,66:07,11:24,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000682001,233775000000682001,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,279:59,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,111:59,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000682022,233775000000682022,30.00,25.00,5.00,30.00,25.00,25.00,0.00,25.00,0.00,1.00,4.00,5.00,0.00,0.00,0.00,315:06,240:00,200:00,40:00,240:00,200:00,200:00,00:00,200:00,00:00,08:00,32:00,40:00,00:00,00:00,00:00,115:06,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000690102,233775000000690102,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000706179,233775000000706179,30.00,24.00,6.00,30.00,25.00,24.00,0.00,24.00,1.00,1.00,4.00,6.00,0.00,0.00,0.00,268:15,240:00,192:00,48:00,240:00,200:00,192:00,00:00,192:00,08:00,08:00,32:00,48:00,00:00,00:00,00:00,76:15,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000725217,233775000000725217,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,211:08,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,43:08,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000859057,233775000000859057,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,262:40,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,94:40,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000882077,233775000000882077,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000957099,233775000000957099,30.00,25.00,5.00,30.00,25.00,25.00,0.00,25.00,0.00,1.00,4.00,5.00,0.00,0.00,0.00,327:21,240:00,200:00,40:00,240:00,200:00,200:00,00:00,200:00,00:00,08:00,32:00,40:00,00:00,00:00,00:00,127:21,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000999013,233775000000999013,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000999034,233775000000999034,30.00,6.00,5.00,11.00,25.00,6.00,0.00,6.00,0.00,1.00,4.00,5.00,0.00,19.00,19.00,63:52,240:00,48:00,40:00,88:00,200:00,48:00,00:00,48:00,00:00,08:00,32:00,40:00,00:00,152:00,152:00,15:52,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001014075,233775000001014075,30.00,20.56,6.44,27.00,25.00,20.56,0.00,20.56,1.44,1.00,4.00,6.44,0.00,3.00,3.00,273:56,240:00,164:30,51:30,216:00,200:00,164:30,00:00,164:30,11:30,08:00,32:00,51:30,00:00,24:00,24:00,109:26,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001076057,233775000001076057,20.00,20.00,4.00,24.00,17.00,20.00,0.00,20.00,1.00,0.00,3.00,4.00,0.00,0.00,0.00,263:20,160:00,160:00,32:00,192:00,136:00,160:00,00:00,160:00,08:00,00:00,24:00,32:00,00:00,00:00,00:00,103:20,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001084153,233775000001084153,30.00,21.00,5.00,26.00,25.00,21.00,0.00,21.00,0.00,1.00,4.00,5.00,0.00,4.00,4.00,206:30,240:00,168:00,40:00,208:00,200:00,168:00,00:00,168:00,00:00,08:00,32:00,40:00,00:00,32:00,32:00,38:30,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001104011,233775000001104011,25.00,20.00,4.00,24.00,21.00,20.00,0.00,20.00,0.00,0.00,4.00,4.00,0.00,1.00,1.00,225:23,200:00,161:36,32:00,193:36,168:00,161:36,00:00,161:36,00:00,00:00,32:00,32:00,00:00,06:24,06:24,63:47,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001114041,233775000001114041,30.00,19.00,5.00,24.00,25.00,19.00,0.00,19.00,0.00,1.00,4.00,5.00,0.00,6.00,6.00,214:08,240:00,152:37,40:00,192:37,200:00,152:37,00:00,152:37,00:00,08:00,32:00,40:00,00:00,47:23,47:23,61:31,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001189005,233775000001189005,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001225005,233775000001225005,9.00,6.50,1.00,7.50,8.00,6.50,0.00,6.50,0.00,0.00,1.00,1.00,0.00,1.50,1.50,81:40,72:00,52:15,08:00,60:15,64:00,52:15,00:00,52:15,00:00,00:00,08:00,08:00,00:00,11:45,11:45,29:25,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001398075,233775000001398075,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000001628011,233775000001628011,30.00,0.00,5.00,5.00,25.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,0.00,25.00,25.00,00:00,240:00,00:00,40:00,40:00,200:00,00:00,00:00,00:00,00:00,08:00,32:00,40:00,00:00,200:00,200:00,00:00,00:00,00:00,01-Sep-2025,30-Sep-2025
233775000000331019,233775000000331019,31.00,20.00,9.00,29.00,23.00,20.00,0.00,20.00,1.00,4.00,4.00,9.00,0.00,2.00,2.00,216:12,248:00,160:00,72:00,232:00,184:00,160:00,00:00,160:00,08:00,32:00,32:00,72:00,00:00,16:00,16:00,56:12,00:00,00:00,01-Oct-2025,31-Oct-2025
233775000000340010,233775000000340010,31.00,13.00,9.00,22.00,23.00,13.00,0.00,13.00,1.00,4.00,4.00,9.00,0.00,9.00,9.00,173:54,248:00,104:00,72:00,176:00,184:00,104:00,00:00,104:00,08:00,32:00,32:00,72:00,00:00,72:00,72:00,69:54,00:00,00:00,01-Oct-2025,31-Oct-2025
233775000000725217,233775000000725217,31.00,17.00,8.00,25.00,23.00,17.00,0.00,17.00,0.00,4.00,4.00,8.00,0.00,6.00,6.00,182:21,248:00,136:00,64:00,200:00,184:00,136:00,00:00,136:00,00:00,32:00,32:00,64:00,00:00,48:00,48:00,46:21,00:00,00:00,01-Oct-2025,31-Oct-2025
233775000000280005,233775000000280005,31.00,0.00,8.00,8.00,23.00,0.00,0.00,0.00,0.00,3.00,5.00,8.00,0.00,23.00,23.00,00:00,248:00,00:00,64:00,64:00,184:00,00:00,00:00,00:00,00:00,24:00,40:00,64:00,00:00,184:00,184:00,00:00,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000317001,233775000000317001,31.00,0.00,8.00,8.00,23.00,0.00,0.00,0.00,0.00,3.00,5.00,8.00,0.00,23.00,23.00,00:00,248:00,00:00,64:00,64:00,184:00,00:00,00:00,00:00,00:00,24:00,40:00,64:00,00:00,184:00,184:00,00:00,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000320001,233775000000320001,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,250:27,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,98:27,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000327011,233775000000327011,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,259:01,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,107:01,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000327045,233775000000327045,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,260:04,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,108:04,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000327054,233775000000327054,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,233:59,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,81:59,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000327063,233775000000327063,31.00,14.00,9.00,23.00,23.00,14.00,0.00,14.00,1.00,3.00,5.00,9.00,0.00,8.00,8.00,197:26,248:00,112:00,72:00,184:00,184:00,112:00,00:00,112:00,08:00,24:00,40:00,72:00,00:00,64:00,64:00,85:26,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000328001,233775000000328001,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,288:01,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,136:01,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000330001,233775000000330001,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,226:33,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,74:33,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000330014,233775000000330014,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,220:41,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,68:41,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000331001,233775000000331001,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,246:57,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,94:57,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000331019,233775000000331019,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,219:49,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,67:49,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000332001,233775000000332001,31.00,19.00,8.00,27.00,23.00,18.00,1.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,255:26,248:00,152:00,64:00,216:00,184:00,144:00,08:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,111:26,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000337001,233775000000337001,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,259:39,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,107:39,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000339001,233775000000339001,31.00,18.00,8.00,26.00,23.00,18.00,0.00,18.00,0.00,3.00,5.00,8.00,0.00,5.00,5.00,204:44,248:00,144:00,64:00,208:00,184:00,144:00,00:00,144:00,00:00,24:00,40:00,64:00,00:00,40:00,40:00,60:44,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000340001,233775000000340001,31.00,18.00,8.00,26.00,23.00,15.00,3.00,18.00,0.00,3.00,5.00,8.00,0.00,5.00,5.00,184:45,248:00,144:00,64:00,208:00,184:00,120:00,24:00,144:00,00:00,24:00,40:00,64:00,00:00,40:00,40:00,64:45,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000340010,233775000000340010,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,337:46,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,185:46,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000341001,233775000000341001,31.00,17.00,8.00,25.00,23.00,17.00,0.00,17.00,0.00,3.00,5.00,8.00,0.00,6.00,6.00,235:26,248:00,136:00,64:00,200:00,184:00,136:00,00:00,136:00,00:00,24:00,40:00,64:00,00:00,48:00,48:00,99:26,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000345235,233775000000345235,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,263:36,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,111:36,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000354003,233775000000354003,31.00,20.00,8.00,28.00,23.00,20.00,0.00,20.00,0.00,3.00,5.00,8.00,0.00,3.00,3.00,282:49,248:00,160:00,64:00,224:00,184:00,160:00,00:00,160:00,00:00,24:00,40:00,64:00,00:00,24:00,24:00,122:49,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000364001,233775000000364001,31.00,20.00,8.00,28.00,23.00,20.00,0.00,20.00,0.00,3.00,5.00,8.00,0.00,3.00,3.00,231:31,248:00,160:00,64:00,224:00,184:00,160:00,00:00,160:00,00:00,24:00,40:00,64:00,00:00,24:00,24:00,71:31,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000365043,233775000000365043,31.00,20.00,8.00,28.00,23.00,20.00,0.00,20.00,0.00,3.00,5.00,8.00,0.00,3.00,3.00,303:33,248:00,160:00,64:00,224:00,184:00,160:00,00:00,160:00,00:00,24:00,40:00,64:00,00:00,24:00,24:00,143:33,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000374022,233775000000374022,31.00,19.00,8.00,27.00,23.00,19.00,0.00,19.00,0.00,3.00,5.00,8.00,0.00,4.00,4.00,371:56,248:00,152:00,64:00,216:00,184:00,152:00,00:00,152:00,00:00,24:00,40:00,64:00,00:00,32:00,32:00,219:56,00:00,00:00,01-Aug-2025,31-Aug-2025
233775000000416011,233775000000416011,31.00,0.00,8.00,8.00,23.00,0.00,0.00,0.00,0.00,3.00,5.00,8.00,0.00,23.00,23.00,00:00,248:00,00:00,64:00,64:00,184:00,00:00,00:00,00:00,00:00,24:00,40:00,64:00,00:00,184:00,184:00,00:00,00:00,00:00,01-Aug-2025,31-Aug-2025
